Nondimensionalised mobility scalars, generated 05/09/2023 22:40:01. Time to generate 3h02m42s
             s'          lambda           gamma              xa              ya              yb              xc              yc              xg              yg              yh              xm              ym              zm 
 3.30000000e+00  1.00000000e-01  0.00000000e+00  9.99832557e-01  9.99989006e-01  1.95414852e-05  9.99999744e-01  9.99894202e-01  1.40177737e-04 -8.13170264e-06 -4.48448305e-05  1.00028198e+00  1.00004664e+00  1.00000277e+00
 3.30000000e+00  1.00000000e-01  1.00000000e+00  7.42267121e-01  4.55464858e-01 -1.51800171e-01  1.67251675e-01 -8.35382558e-02 -3.09425263e-01 -2.34131028e-02  2.09102355e-01  5.29307385e-04 -2.13148145e-04 -5.12825183e-05
 3.40000000e+00  1.00000000e-01  0.00000000e+00  9.99843782e-01  9.99991337e-01  1.58443013e-05  9.99999798e-01  9.99911605e-01  1.27949566e-04 -6.96663480e-06 -3.95763274e-05  1.00025180e+00  1.00004335e+00  1.00000207e+00
 3.40000000e+00  1.00000000e-01  1.00000000e+00  7.25141658e-01  4.39690205e-01 -1.42997644e-01  1.52923923e-01 -7.63985244e-02 -2.95292288e-01 -2.07788757e-02  1.91183748e-01  5.00149457e-04 -2.05735549e-04 -4.41708896e-05
 3.50000000e+00  1.00000000e-01  0.00000000e+00  9.99854520e-01  9.99993124e-01  1.29258322e-05  9.99999840e-01  9.99925756e-01  1.16551057e-04 -5.96201903e-06 -3.48611086e-05  1.00022434e+00  1.00003996e+00  1.00000155e+00
 3.50000000e+00  1.00000000e-01  1.00000000e+00  7.08613207e-01  4.25012823e-01 -1.34940029e-01  1.40187075e-01 -7.00469333e-02 -2.81946421e-01 -1.85048188e-02  1.75256037e-01  4.72090225e-04 -1.97706085e-04 -3.82106708e-05
 3.60000000e+00  1.00000000e-01  0.00000000e+00  9.99864691e-01  9.99994507e-01  1.06061626e-05  9.99999872e-01  9.99937331e-01  1.06027207e-04 -5.10170697e-06 -3.06806785e-05  1.00019961e+00  1.00003660e+00  1.00000118e+00
 3.60000000e+00  1.00000000e-01  1.00000000e+00  6.92671815e-01  4.11320219e-01 -1.27545342e-01  1.28826306e-01 -6.43784767e-02 -2.69354268e-01 -1.65334394e-02  1.61050080e-01  4.45310362e-04 -1.89366262e-04 -3.31900722e-05
 3.70000000e+00  1.00000000e-01  0.00000000e+00  9.99874254e-01  9.99995583e-01  8.75046092e-06  9.99999898e-01  9.99946853e-01  9.63783159e-05 -4.36807183e-06 -2.69973103e-05  1.00017746e+00  1.00003337e+00  1.00000090e+00
 3.70000000e+00  1.00000000e-01  1.00000000e+00  6.77303622e-01  3.98514852e-01 -1.20742647e-01  1.18660685e-01 -5.93042422e-02 -2.57478895e-01 -1.48176701e-02  1.48339273e-01  4.19904830e-04 -1.80934927e-04 -2.89407009e-05
 3.80000000e+00  1.00000000e-01  0.00000000e+00  9.99883198e-01  9.99996428e-01  7.25683378e-06  9.99999917e-01  9.99954728e-01  8.75764200e-05 -3.74395680e-06 -2.37649110e-05  1.00015774e+00  1.00003032e+00  1.00000069e+00
 3.80000000e+00  1.00000000e-01  1.00000000e+00  6.62492085e-01  3.86511726e-01 -1.14470297e-01  1.09537092e-01 -5.47486940e-02 -2.46281748e-01 -1.33187625e-02  1.36931902e-01  3.95909238e-04 -1.72566693e-04 -2.53277988e-05
