'D'-form resistance scalars, generated 26/04/2020 20:38:12
             s'          lambda           gamma              XA              YA              YB              XC              YC              XG              YG              YH              XM              YM              ZM
 2.00500000e+00  1.00000000e-01  1.00000000e+00 -3.06879545e+00 -1.28048972e-01  1.32851564e-01 -1.29056119e-04  2.36246786e-03 -3.09358076e+00 -5.64506329e-02  1.93239841e-03  1.90528101e-01  6.94833553e-03 -1.28791747e-04
 2.01000000e+00  1.00000000e-01  0.00000000e+00  1.54768322e+00  9.54364280e-02 -9.87238210e-02  8.28429232e-05  1.02914486e-01  1.56814206e+00  4.15195164e-02  4.26024734e-02  1.05939024e+00  3.65713650e-02  8.75837522e-05
 2.01000000e+00  1.00000000e-01  1.00000000e+00 -1.54932389e+00 -1.00097826e-01  1.03468105e-01 -7.71968482e-05  1.72413995e-03 -1.56980698e+00 -4.35197780e-02  1.41520516e-03  9.19955035e-02  5.31780039e-03 -8.78423677e-05
 2.02000000e+00  1.00000000e-01  0.00000000e+00  7.80317789e-01  6.91371676e-02 -7.12680033e-02  6.75395541e-06  7.40260895e-02  7.96712295e-01  2.94497552e-02  3.00760749e-02  5.42363315e-01  2.53016524e-02  2.63076377e-05
 2.02000000e+00  1.00000000e-01  1.00000000e+00 -7.81829317e-01 -7.32805290e-02  7.55396555e-02  5.73707207e-06  1.21834481e-03 -7.98247921e-01 -3.12851888e-02  9.86779783e-04  4.35557069e-02  4.00161003e-03 -2.30987941e-05
 2.02500000e+00  1.00000000e-01  0.00000000e+00  6.20830171e-01  6.16047572e-02 -6.28532017e-02  9.42797431e-05  6.45979118e-02  6.35450921e-01  2.57620971e-02  2.61166685e-02  4.34061366e-01  2.18869832e-02  8.18449394e-05
 2.02500000e+00  1.00000000e-01  1.00000000e+00 -6.23158565e-01 -6.62546380e-02  6.75067485e-02 -9.30963469e-05  8.73323389e-04 -6.37841459e-01 -2.76327714e-02  7.48365979e-04  3.34819905e-02  2.91556230e-03 -8.15453396e-05
 2.05000000e+00  1.00000000e-01  0.00000000e+00  3.09498933e-01  3.91296863e-02 -3.94036791e-02  6.02541604e-05  3.99502702e-02  3.20107049e-01  1.55757487e-02  1.55906718e-02  2.20860928e-01  1.26086165e-02  5.52631181e-05
 2.05000000e+00  1.00000000e-01  1.00000000e+00 -3.11501584e-01 -4.32950584e-02  4.35386863e-02 -5.69260741e-05  4.45607396e-04 -3.22179624e-01 -1.71867319e-02  3.95397079e-04  1.50533829e-02  1.65232141e-03 -5.37356853e-05
 2.10000000e+00  1.00000000e-01  0.00000000e+00  1.48036385e-01  2.10820659e-02 -2.07860320e-02  3.14548393e-05  2.06202040e-02  1.54809825e-01  7.70781135e-03  7.55651880e-03  1.07961496e-01  5.74345875e-03  2.89719797e-05
